=== Run information ===

Scheme:       weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8 -num-decimal-places 4
Relation:     ring-separable-weka
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    evaluate on training data

=== Classifier model (full training set) ===


Linear Regression Model

output =

      0.0169 * input1 +
      0.4798

Time taken to build model: 0.05 seconds

=== Predictions on training set ===

inst#,actual,predicted,error
1084,1,0.468,-0.532
1085,0,0.493,0.493
1086,1,0.49,-0.51
1087,1,0.484,-0.516
1088,0,0.489,0.489
1089,1,0.468,-0.532
1090,0,0.484,0.484
1091,1,0.475,-0.525
1092,0,0.465,0.465
1093,0,0.496,0.496
1094,1,0.491,-0.509
1095,0,0.467,0.467
1096,1,0.488,-0.512
1097,0,0.464,0.464
1098,1,0.483,-0.517
1099,0,0.493,0.493
1100,1,0.473,-0.527
1101,1,0.476,-0.524
1102,1,0.493,-0.507
1103,1,0.476,-0.524
1104,0,0.489,0.489
1105,1,0.484,-0.516
1106,0,0.49,0.49
1107,0,0.471,0.471
1108,0,0.477,0.477
1109,0,0.465,0.465
1110,0,0.494,0.494
1111,0,0.495,0.495
1112,1,0.467,-0.533
1113,0,0.474,0.474
1114,1,0.471,-0.529
1115,1,0.481,-0.519
1116,1,0.475,-0.525
1117,1,0.481,-0.519
1118,0,0.494,0.494
1119,1,0.471,-0.529
1120,0,0.478,0.478
1121,0,0.481,0.481
1122,1,0.489,-0.511
1123,1,0.477,-0.523
1124,1,0.477,-0.523
1125,0,0.467,0.467
1126,1,0.484,-0.516
1127,0,0.494,0.494
1128,0,0.494,0.494
1129,1,0.474,-0.526
1130,0,0.476,0.476
1131,1,0.47,-0.53
1132,0,0.482,0.482
1133,1,0.474,-0.526
1134,0,0.464,0.464
1135,0,0.495,0.495
1136,1,0.478,-0.522
1137,1,0.483,-0.517
1138,0,0.465,0.465
1139,0,0.479,0.479
1140,1,0.472,-0.528
1141,1,0.485,-0.515
1142,1,0.48,-0.52
1143,1,0.488,-0.512
1144,0,0.483,0.483
1145,0,0.464,0.464
1146,0,0.466,0.466
1147,0,0.491,0.491
1148,1,0.485,-0.515
1149,1,0.47,-0.53
1150,1,0.493,-0.507
1151,1,0.473,-0.527
1152,0,0.478,0.478
1153,0,0.463,0.463
1154,0,0.491,0.491
1155,1,0.482,-0.518
1156,0,0.491,0.491
1157,1,0.49,-0.51
1158,0,0.477,0.477
1159,1,0.488,-0.512
1160,1,0.47,-0.53
1161,0,0.493,0.493
1162,1,0.488,-0.512
1163,1,0.479,-0.521
1164,0,0.486,0.486
1165,0,0.466,0.466
1166,1,0.492,-0.508
1167,1,0.485,-0.515
1168,1,0.483,-0.517
1169,0,0.477,0.477
1170,0,0.463,0.463
1171,1,0.481,-0.519
1172,0,0.473,0.473
1173,0,0.493,0.493
1174,0,0.464,0.464
1175,1,0.493,-0.507
1176,0,0.496,0.496
1177,0,0.496,0.496
1178,1,0.487,-0.513
1179,1,0.482,-0.518
1180,1,0.474,-0.526
1181,0,0.466,0.466
1182,0,0.482,0.482
1183,0,0.467,0.467
1184,1,0.482,-0.518
1185,0,0.485,0.485
1186,1,0.47,-0.53
1187,0,0.494,0.494
1188,1,0.482,-0.518
1189,1,0.469,-0.531
1190,1,0.488,-0.512
1191,0,0.483,0.483
1192,1,0.472,-0.528
1193,0,0.49,0.49
1194,1,0.477,-0.523
1195,0,0.492,0.492
1196,0,0.467,0.467
1197,0,0.467,0.467
1198,0,0.47,0.47
1199,0,0.492,0.492
1200,0,0.482,0.482
1201,0,0.492,0.492
1202,1,0.486,-0.514
1203,1,0.488,-0.512
1204,0,0.494,0.494
1205,1,0.475,-0.525
1206,1,0.493,-0.507
1207,1,0.479,-0.521
1208,1,0.477,-0.523
1209,0,0.47,0.47
1210,0,0.495,0.495
1211,1,0.49,-0.51
1212,1,0.477,-0.523
1213,1,0.474,-0.526
1214,1,0.486,-0.514
1215,0,0.465,0.465
1216,0,0.493,0.493
1217,1,0.488,-0.512
1218,1,0.471,-0.529
1219,1,0.476,-0.524
1220,1,0.482,-0.518
1221,1,0.472,-0.528
1222,1,0.469,-0.531
1223,1,0.489,-0.511
1224,1,0.469,-0.531
1225,1,0.481,-0.519
1226,1,0.485,-0.515
1227,1,0.473,-0.527
1228,1,0.482,-0.518
1229,1,0.479,-0.521
1230,0,0.469,0.469
1231,0,0.465,0.465
1232,1,0.486,-0.514
1233,0,0.469,0.469
1234,1,0.485,-0.515
1235,0,0.466,0.466
1236,1,0.483,-0.517
1237,0,0.464,0.464
1238,0,0.474,0.474
1239,1,0.487,-0.513
1240,0,0.496,0.496
1241,0,0.492,0.492
1242,0,0.475,0.475
1243,1,0.474,-0.526
1244,1,0.49,-0.51
1245,0,0.464,0.464
1246,1,0.472,-0.528
1247,1,0.469,-0.531
1248,0,0.49,0.49
1249,1,0.472,-0.528
1250,1,0.486,-0.514
1251,1,0.488,-0.512
1252,0,0.487,0.487
1253,0,0.496,0.496
1254,1,0.474,-0.526
1255,0,0.493,0.493
1256,0,0.493,0.493
1257,0,0.464,0.464
1258,0,0.466,0.466
1259,1,0.472,-0.528
1260,0,0.495,0.495
1261,1,0.471,-0.529
1262,0,0.482,0.482
1263,1,0.475,-0.525
1264,1,0.491,-0.509
1265,1,0.491,-0.509
1266,1,0.482,-0.518
1267,0,0.495,0.495
1268,1,0.472,-0.528
1269,0,0.487,0.487
1270,1,0.468,-0.532
1271,1,0.472,-0.528
1272,0,0.472,0.472
1273,1,0.491,-0.509
1274,0,0.463,0.463
1275,0,0.491,0.491
1276,0,0.494,0.494
1277,1,0.471,-0.529
1278,1,0.477,-0.523
1279,0,0.479,0.479
1280,0,0.49,0.49
1281,1,0.479,-0.521
1282,1,0.493,-0.507
1283,0,0.465,0.465
1284,1,0.482,-0.518
1285,1,0.466,-0.534
1286,1,0.486,-0.514
1287,1,0.47,-0.53
1288,0,0.495,0.495
1289,0,0.466,0.466
1290,1,0.48,-0.52
1291,0,0.473,0.473
1292,0,0.484,0.484
1293,1,0.483,-0.517
1294,0,0.479,0.479
1295,1,0.489,-0.511
1296,0,0.472,0.472
1297,0,0.49,0.49
1298,0,0.49,0.49
1299,1,0.487,-0.513
1300,0,0.476,0.476
1301,0,0.494,0.494
1302,0,0.497,0.497
1303,1,0.467,-0.533
1304,0,0.495,0.495
1305,0,0.494,0.494
1306,1,0.477,-0.523
1307,0,0.478,0.478
1308,0,0.465,0.465
1309,0,0.47,0.47
1310,1,0.482,-0.518
1311,1,0.485,-0.515
1312,0,0.493,0.493
1313,0,0.494,0.494
1314,1,0.478,-0.522
1315,0,0.466,0.466
1316,1,0.48,-0.52
1317,0,0.485,0.485
1318,1,0.471,-0.529
1319,0,0.481,0.481
1320,0,0.463,0.463
1321,0,0.469,0.469
1322,0,0.493,0.493
1323,0,0.488,0.488
1324,1,0.47,-0.53
1325,1,0.472,-0.528
1326,1,0.475,-0.525
1327,1,0.485,-0.515
1328,0,0.468,0.468
1329,0,0.488,0.488
1330,1,0.476,-0.524
1331,0,0.465,0.465
1332,1,0.477,-0.523
1333,0,0.492,0.492
1334,0,0.466,0.466
1335,0,0.472,0.472
1336,1,0.476,-0.524
1337,1,0.484,-0.516
1338,1,0.485,-0.515
1339,1,0.475,-0.525
1340,1,0.49,-0.51
1341,1,0.492,-0.508
1342,1,0.491,-0.509
1343,0,0.468,0.468
1344,0,0.473,0.473
1345,1,0.489,-0.511
1346,0,0.487,0.487
1347,1,0.482,-0.518
1348,1,0.491,-0.509
1349,0,0.479,0.479
1350,0,0.473,0.473
1351,1,0.473,-0.527
1352,0,0.463,0.463
1353,1,0.485,-0.515
1354,1,0.485,-0.515
1355,0,0.466,0.466
1356,1,0.479,-0.521
1357,1,0.475,-0.525
1358,0,0.496,0.496
1359,1,0.491,-0.509
1360,1,0.481,-0.519
1361,0,0.49,0.49
1362,1,0.479,-0.521
1363,1,0.49,-0.51
1364,0,0.468,0.468
1365,0,0.492,0.492
1366,0,0.489,0.489
1367,0,0.493,0.493
1368,0,0.472,0.472
1369,0,0.467,0.467
1370,0,0.48,0.48
1371,1,0.477,-0.523
1372,0,0.479,0.479
1373,0,0.481,0.481
1374,1,0.487,-0.513
1375,0,0.465,0.465
1376,0,0.493,0.493
1377,0,0.48,0.48
1378,1,0.487,-0.513
1379,0,0.489,0.489
1380,1,0.49,-0.51
1381,0,0.497,0.497
1382,0,0.474,0.474
1383,0,0.467,0.467
1384,0,0.465,0.465
1385,1,0.472,-0.528
1386,1,0.487,-0.513
1387,0,0.485,0.485
1388,1,0.473,-0.527
1389,0,0.495,0.495
1390,1,0.47,-0.53
1391,1,0.485,-0.515
1392,0,0.495,0.495
1393,0,0.464,0.464
1394,0,0.489,0.489
1395,0,0.465,0.465
1396,1,0.481,-0.519
1397,0,0.479,0.479
1398,1,0.489,-0.511
1399,0,0.472,0.472
1400,0,0.496,0.496
1401,1,0.47,-0.53
1402,0,0.473,0.473
1403,1,0.491,-0.509
1404,1,0.475,-0.525
1405,0,0.474,0.474
1406,0,0.474,0.474
1407,0,0.487,0.487
1408,0,0.467,0.467
1409,1,0.467,-0.533
1410,0,0.467,0.467
1411,0,0.492,0.492
1412,0,0.47,0.47
1413,0,0.482,0.482
1414,0,0.465,0.465
1415,0,0.464,0.464
1416,1,0.488,-0.512
1417,1,0.489,-0.511
1418,1,0.474,-0.526
1419,1,0.471,-0.529
1420,1,0.485,-0.515
1421,1,0.474,-0.526
1422,0,0.464,0.464
1423,1,0.482,-0.518
1424,0,0.48,0.48
1425,0,0.465,0.465
1426,1,0.471,-0.529
1427,1,0.468,-0.532
1428,1,0.493,-0.507
1429,0,0.466,0.466
1430,1,0.486,-0.514
1431,0,0.463,0.463
1432,0,0.468,0.468
1433,1,0.481,-0.519
1434,1,0.475,-0.525
1435,0,0.472,0.472
1436,0,0.492,0.492
1437,1,0.482,-0.518
1438,1,0.481,-0.519
1439,0,0.47,0.47
1440,0,0.468,0.468
1441,0,0.474,0.474
1442,0,0.473,0.473
1443,1,0.482,-0.518
1444,0,0.465,0.465
1445,1,0.476,-0.524
1446,0,0.484,0.484
1447,1,0.472,-0.528
1448,0,0.495,0.495
1449,0,0.489,0.489
1450,0,0.469,0.469
1451,0,0.494,0.494
1452,0,0.495,0.495
1453,1,0.487,-0.513
1454,0,0.494,0.494
1455,1,0.485,-0.515
1456,1,0.468,-0.532
1457,0,0.474,0.474
1458,0,0.466,0.466
1459,1,0.478,-0.522
1460,0,0.494,0.494
1461,1,0.47,-0.53
1462,1,0.484,-0.516
1463,0,0.467,0.467
1464,0,0.488,0.488
1465,0,0.476,0.476
1466,0,0.476,0.476
1467,0,0.466,0.466
1468,0,0.495,0.495
1469,0,0.493,0.493
1470,0,0.493,0.493
1471,1,0.479,-0.521
1472,0,0.494,0.494
1473,0,0.481,0.481
1474,0,0.464,0.464
1475,1,0.475,-0.525
1476,1,0.486,-0.514
1477,1,0.478,-0.522
1478,0,0.476,0.476
1479,1,0.485,-0.515
1480,1,0.488,-0.512
1481,1,0.489,-0.511
1482,0,0.488,0.488
1483,1,0.471,-0.529
1484,0,0.494,0.494
1485,0,0.469,0.469
1486,0,0.465,0.465
1487,0,0.473,0.473
1488,0,0.492,0.492
1489,0,0.491,0.491
1490,1,0.487,-0.513
1491,1,0.484,-0.516
1492,0,0.472,0.472
1493,0,0.489,0.489
1494,0,0.495,0.495
1495,0,0.464,0.464
1496,1,0.485,-0.515
1497,1,0.482,-0.518
1498,1,0.487,-0.513
1499,1,0.472,-0.528
1500,0,0.466,0.466
1501,0,0.482,0.482
1502,0,0.482,0.482
1503,1,0.47,-0.53
1504,1,0.477,-0.523
1505,1,0.472,-0.528
1506,0,0.494,0.494
1507,0,0.468,0.468
1508,1,0.471,-0.529
1509,0,0.487,0.487
1510,1,0.485,-0.515
1511,0,0.494,0.494
1512,0,0.483,0.483
1513,1,0.477,-0.523
1514,1,0.475,-0.525
1515,0,0.496,0.496
1516,1,0.486,-0.514
1517,0,0.466,0.466
1518,0,0.48,0.48
1519,1,0.484,-0.516
1520,0,0.465,0.465
1521,0,0.465,0.465
1522,0,0.49,0.49
1523,1,0.487,-0.513
1524,1,0.47,-0.53
1525,0,0.494,0.494
1526,0,0.472,0.472
1527,0,0.47,0.47
1528,0,0.491,0.491
1529,0,0.487,0.487
1530,1,0.479,-0.521
1531,1,0.473,-0.527
1532,1,0.487,-0.513
1533,1,0.487,-0.513
1534,1,0.474,-0.526
1535,0,0.478,0.478
1536,1,0.485,-0.515
1537,0,0.491,0.491
1538,1,0.487,-0.513
1539,0,0.487,0.487
1540,0,0.489,0.489
1541,0,0.478,0.478
1542,1,0.488,-0.512
1543,1,0.484,-0.516
1544,1,0.473,-0.527
1545,0,0.488,0.488
1546,1,0.479,-0.521
1547,0,0.466,0.466
1548,0,0.488,0.488
1549,1,0.484,-0.516
1550,1,0.473,-0.527
1551,0,0.48,0.48
1552,0,0.494,0.494
1553,1,0.483,-0.517
1554,0,0.496,0.496
1555,1,0.477,-0.523
1556,0,0.487,0.487
1557,0,0.494,0.494
1558,0,0.478,0.478
1559,0,0.494,0.494
1560,1,0.474,-0.526
1561,0,0.488,0.488
1562,0,0.479,0.479
1563,0,0.49,0.49
1564,1,0.479,-0.521
1565,0,0.478,0.478
1566,1,0.484,-0.516
1567,0,0.494,0.494
1568,1,0.479,-0.521
1569,1,0.47,-0.53
1570,1,0.481,-0.519
1571,0,0.464,0.464
1572,1,0.48,-0.52
1573,1,0.469,-0.531
1574,0,0.49,0.49
1575,0,0.481,0.481
1576,0,0.478,0.478
1577,1,0.486,-0.514
1578,1,0.471,-0.529
1579,1,0.487,-0.513
1580,1,0.469,-0.531
1581,1,0.489,-0.511
1582,1,0.468,-0.532
1583,0,0.496,0.496
1584,0,0.466,0.466
1585,1,0.487,-0.513
1586,1,0.49,-0.51
1587,1,0.482,-0.518
1588,1,0.482,-0.518
1589,0,0.469,0.469
1590,1,0.47,-0.53
1591,1,0.476,-0.524
1592,1,0.476,-0.524
1593,1,0.493,-0.507
1594,1,0.49,-0.51
1595,1,0.474,-0.526
1596,0,0.484,0.484
1597,1,0.472,-0.528
1598,0,0.489,0.489
1599,0,0.469,0.469
1600,1,0.491,-0.509
1601,1,0.488,-0.512
1602,1,0.489,-0.511
1603,0,0.492,0.492
1604,0,0.473,0.473
1605,0,0.493,0.493
1606,0,0.468,0.468
1607,0,0.476,0.476
1608,1,0.477,-0.523
1609,1,0.49,-0.51
1610,0,0.491,0.491
1611,1,0.491,-0.509
1612,0,0.481,0.481
1613,0,0.49,0.49
1614,0,0.476,0.476
1615,1,0.471,-0.529
1616,0,0.489,0.489
1617,0,0.466,0.466
1618,0,0.466,0.466
1619,1,0.491,-0.509
1620,1,0.482,-0.518
1621,1,0.475,-0.525
1622,0,0.471,0.471
1623,0,0.474,0.474
1624,0,0.485,0.485
1625,0,0.466,0.466
1626,1,0.49,-0.51
1627,0,0.493,0.493
1628,1,0.481,-0.519
1629,1,0.472,-0.528
1630,1,0.478,-0.522
1631,0,0.463,0.463
1632,1,0.477,-0.523
1633,1,0.486,-0.514
1634,1,0.484,-0.516
1635,0,0.478,0.478
1636,1,0.47,-0.53
1637,1,0.483,-0.517
1638,0,0.488,0.488
1639,0,0.463,0.463
1640,1,0.48,-0.52
1641,1,0.487,-0.513
1642,1,0.47,-0.53
1643,1,0.48,-0.52
1644,0,0.47,0.47
1645,0,0.464,0.464
1646,0,0.464,0.464
1647,1,0.489,-0.511
1648,1,0.486,-0.514
1649,0,0.47,0.47
1650,1,0.487,-0.513
1651,0,0.474,0.474
1652,1,0.485,-0.515
1653,1,0.49,-0.51
1654,0,0.481,0.481
1655,1,0.473,-0.527
1656,1,0.49,-0.51
1657,0,0.466,0.466
1658,0,0.488,0.488
1659,1,0.472,-0.528
1660,0,0.473,0.473
1661,1,0.476,-0.524
1662,0,0.494,0.494
1663,0,0.494,0.494
1664,0,0.479,0.479
1665,1,0.482,-0.518
1666,1,0.485,-0.515
1667,1,0.469,-0.531
1668,1,0.478,-0.522
1669,1,0.475,-0.525
1670,1,0.489,-0.511
1671,0,0.489,0.489
1672,0,0.491,0.491
1673,0,0.492,0.492
1674,0,0.47,0.47
1675,1,0.49,-0.51
1676,1,0.482,-0.518
1677,1,0.481,-0.519
1678,1,0.486,-0.514
1679,0,0.494,0.494
1680,1,0.468,-0.532
1681,0,0.464,0.464
1682,0,0.464,0.464
1683,1,0.474,-0.526
1684,1,0.49,-0.51
1685,0,0.469,0.469
1686,0,0.496,0.496
1687,0,0.469,0.469
1688,0,0.463,0.463
1689,0,0.467,0.467
1690,1,0.471,-0.529
1691,1,0.482,-0.518
1692,0,0.49,0.49
1693,1,0.486,-0.514
1694,1,0.475,-0.525
1695,1,0.489,-0.511
1696,1,0.492,-0.508
1697,1,0.467,-0.533
1698,1,0.48,-0.52
1699,0,0.492,0.492
1700,0,0.494,0.494
1701,0,0.496,0.496
1702,0,0.477,0.477
1703,0,0.467,0.467
1704,1,0.472,-0.528
1705,0,0.472,0.472
1706,0,0.471,0.471
1707,0,0.486,0.486
1708,1,0.488,-0.512
1709,1,0.488,-0.512
1710,0,0.467,0.467
1711,1,0.473,-0.527
1712,0,0.463,0.463
1713,1,0.483,-0.517
1714,1,0.476,-0.524
1715,0,0.477,0.477
1716,1,0.471,-0.529
1717,1,0.484,-0.516
1718,0,0.481,0.481
1719,0,0.494,0.494
1720,1,0.475,-0.525
1721,1,0.489,-0.511
1722,1,0.492,-0.508
1723,0,0.494,0.494
1724,0,0.473,0.473
1725,1,0.471,-0.529
1726,0,0.486,0.486
1727,1,0.473,-0.527
1728,1,0.477,-0.523
1729,1,0.477,-0.523
1730,1,0.491,-0.509
1731,1,0.468,-0.532
1732,1,0.482,-0.518
1733,0,0.48,0.48
1734,1,0.491,-0.509
1735,0,0.487,0.487
1736,1,0.486,-0.514
1737,0,0.494,0.494
1738,0,0.463,0.463
1739,0,0.482,0.482
1740,0,0.473,0.473
1741,0,0.465,0.465
1742,0,0.493,0.493
1743,1,0.48,-0.52
1744,1,0.486,-0.514
1745,1,0.489,-0.511
1746,1,0.485,-0.515
1747,1,0.483,-0.517
1748,0,0.496,0.496
1749,0,0.495,0.495
1750,1,0.466,-0.534
1751,0,0.491,0.491
1752,0,0.468,0.468
1753,0,0.484,0.484
1754,0,0.497,0.497
1755,0,0.48,0.48
1756,1,0.487,-0.513
1757,0,0.493,0.493
1758,0,0.466,0.466
1759,1,0.468,-0.532
1760,0,0.496,0.496
1761,0,0.489,0.489
1762,0,0.489,0.489
1763,0,0.466,0.466
1764,1,0.49,-0.51
1765,1,0.488,-0.512
1766,0,0.466,0.466
1767,0,0.492,0.492
1768,1,0.483,-0.517
1769,0,0.463,0.463
1770,1,0.473,-0.527
1771,0,0.497,0.497
1772,1,0.487,-0.513
1773,0,0.49,0.49
1774,0,0.463,0.463
1775,0,0.471,0.471
1776,1,0.471,-0.529
1777,0,0.491,0.491
1778,0,0.466,0.466
1779,0,0.478,0.478
1780,1,0.482,-0.518
1781,1,0.477,-0.523
1782,1,0.479,-0.521
1783,1,0.482,-0.518
1784,1,0.488,-0.512
1785,0,0.489,0.489
1786,1,0.476,-0.524
1787,1,0.489,-0.511
1788,0,0.464,0.464
1789,1,0.487,-0.513
1790,1,0.475,-0.525
1791,0,0.495,0.495
1792,0,0.488,0.488
1793,0,0.483,0.483
1794,0,0.468,0.468
1795,0,0.493,0.493
1796,1,0.482,-0.518
1797,0,0.465,0.465
1798,0,0.494,0.494
1799,0,0.465,0.465
1800,0,0.485,0.485
1801,0,0.495,0.495
1802,1,0.489,-0.511
1803,1,0.479,-0.521
1804,0,0.482,0.482
1805,0,0.493,0.493
1806,0,0.467,0.467
1807,0,0.489,0.489
1808,0,0.466,0.466
1809,0,0.496,0.496
1810,0,0.485,0.485
1811,1,0.475,-0.525
1812,0,0.49,0.49
1813,0,0.47,0.47
1814,1,0.477,-0.523
1815,1,0.486,-0.514
1816,1,0.486,-0.514
1817,0,0.476,0.476
1818,0,0.482,0.482
1819,1,0.49,-0.51
1820,0,0.495,0.495
1821,1,0.476,-0.524
1822,0,0.473,0.473
1823,1,0.479,-0.521
1824,0,0.468,0.468
1825,0,0.47,0.47
1826,0,0.491,0.491
1827,1,0.489,-0.511
1828,0,0.494,0.494
1829,0,0.467,0.467
1830,0,0.466,0.466
1831,1,0.485,-0.515
1832,1,0.488,-0.512
1833,1,0.48,-0.52
1834,1,0.489,-0.511
1835,1,0.484,-0.516
1836,0,0.491,0.491
1837,1,0.482,-0.518
1838,0,0.496,0.496
1839,0,0.486,0.486
1840,0,0.474,0.474
1841,0,0.465,0.465
1842,0,0.494,0.494
1843,0,0.479,0.479
1844,1,0.469,-0.531
1845,1,0.477,-0.523
1846,0,0.464,0.464
1847,0,0.469,0.469
1848,0,0.465,0.465
1849,0,0.468,0.468
1850,0,0.481,0.481
1851,1,0.481,-0.519
1852,0,0.492,0.492
1853,0,0.464,0.464
1854,1,0.492,-0.508
1855,1,0.483,-0.517
1856,1,0.479,-0.521
1857,0,0.464,0.464
1858,0,0.494,0.494
1859,0,0.471,0.471
1860,1,0.467,-0.533
1861,0,0.478,0.478
1862,0,0.489,0.489
1863,0,0.495,0.495
1864,0,0.465,0.465
1865,1,0.484,-0.516
1866,0,0.472,0.472
1867,0,0.47,0.47
1868,1,0.485,-0.515
1869,0,0.473,0.473
1870,1,0.49,-0.51
1871,1,0.469,-0.531
1872,0,0.492,0.492
1873,1,0.469,-0.531
1874,0,0.473,0.473
1875,0,0.482,0.482
1876,1,0.477,-0.523
1877,0,0.478,0.478
1878,0,0.479,0.479
1879,0,0.464,0.464
1880,0,0.494,0.494
1881,1,0.468,-0.532
1882,0,0.494,0.494
1883,1,0.476,-0.524
1884,0,0.464,0.464
1885,0,0.469,0.469
1886,1,0.482,-0.518
1887,0,0.494,0.494
1888,1,0.488,-0.512
1889,1,0.474,-0.526
1890,1,0.491,-0.509
1891,1,0.482,-0.518
1892,1,0.471,-0.529
1893,0,0.472,0.472
1894,1,0.49,-0.51
1895,0,0.484,0.484
1896,1,0.467,-0.533
1897,0,0.464,0.464
1898,0,0.47,0.47
1899,0,0.466,0.466
1900,0,0.478,0.478
1901,1,0.484,-0.516
1902,1,0.486,-0.514
1903,1,0.486,-0.514
1904,0,0.464,0.464
1905,1,0.475,-0.525
1906,0,0.48,0.48
1907,0,0.472,0.472
1908,0,0.465,0.465
1909,1,0.49,-0.51
1910,1,0.475,-0.525
1911,1,0.474,-0.526
1912,0,0.47,0.47
1913,1,0.482,-0.518
1914,1,0.488,-0.512
1915,1,0.488,-0.512
1916,0,0.492,0.492
1917,0,0.465,0.465
1918,1,0.481,-0.519
1919,0,0.472,0.472
1920,1,0.492,-0.508
1921,0,0.496,0.496
1922,1,0.479,-0.521
1923,0,0.466,0.466
1924,1,0.471,-0.529
1925,0,0.474,0.474
1926,1,0.482,-0.518
1927,1,0.479,-0.521
1928,1,0.471,-0.529
1929,1,0.471,-0.529
1930,0,0.491,0.491
1931,1,0.473,-0.527
1932,1,0.478,-0.522
1933,0,0.493,0.493
1934,1,0.472,-0.528
1935,1,0.484,-0.516
1936,1,0.484,-0.516
1937,0,0.468,0.468
1938,0,0.464,0.464
1939,1,0.478,-0.522
1940,0,0.488,0.488
1941,1,0.473,-0.527
1942,1,0.468,-0.532
1943,0,0.496,0.496
1944,0,0.465,0.465
1945,1,0.489,-0.511
1946,0,0.495,0.495
1947,1,0.482,-0.518
1948,1,0.485,-0.515
1949,0,0.487,0.487
1950,1,0.488,-0.512
1951,0,0.496,0.496
1952,1,0.475,-0.525
1953,0,0.471,0.471
1954,1,0.477,-0.523
1955,1,0.473,-0.527
1956,0,0.474,0.474
1957,1,0.489,-0.511
1958,0,0.489,0.489
1959,1,0.477,-0.523
1960,0,0.495,0.495
1961,0,0.484,0.484
1962,0,0.479,0.479
1963,1,0.481,-0.519
1964,0,0.485,0.485
1965,1,0.473,-0.527
1966,0,0.492,0.492
1967,0,0.494,0.494
1968,1,0.472,-0.528
1969,1,0.48,-0.52
1970,0,0.485,0.485
1971,1,0.479,-0.521
1972,1,0.478,-0.522
1973,1,0.48,-0.52
1974,0,0.479,0.479
1975,0,0.494,0.494
1976,1,0.488,-0.512
1977,0,0.463,0.463
1978,1,0.468,-0.532
1979,0,0.463,0.463
1980,0,0.497,0.497
1981,0,0.476,0.476
1982,0,0.484,0.484
1983,1,0.477,-0.523
1984,1,0.49,-0.51
1985,0,0.465,0.465
1986,0,0.491,0.491
1987,1,0.481,-0.519
1988,1,0.471,-0.529
1989,0,0.472,0.472
1990,0,0.491,0.491
1991,0,0.463,0.463
1992,0,0.463,0.463
1993,1,0.488,-0.512
1994,1,0.481,-0.519
1995,1,0.484,-0.516
1996,0,0.464,0.464
1997,0,0.469,0.469
1998,0,0.486,0.486
1999,1,0.484,-0.516
2000,1,0.485,-0.515
2001,1,0.481,-0.519
2002,0,0.479,0.479
2003,1,0.474,-0.526
2004,0,0.463,0.463
2005,0,0.477,0.477
2006,0,0.481,0.481
2007,0,0.49,0.49
2008,0,0.465,0.465
2009,1,0.471,-0.529
2010,0,0.496,0.496
2011,1,0.478,-0.522
2012,0,0.487,0.487
2013,1,0.482,-0.518
2014,1,0.482,-0.518
2015,0,0.468,0.468
2016,0,0.468,0.468
2017,1,0.48,-0.52
2018,0,0.463,0.463
2019,1,0.475,-0.525
2020,0,0.495,0.495
2021,1,0.478,-0.522
2022,0,0.491,0.491
2023,0,0.475,0.475
2024,1,0.49,-0.51
2025,0,0.467,0.467
2026,0,0.496,0.496
2027,1,0.484,-0.516
2028,0,0.483,0.483
2029,1,0.482,-0.518
2030,0,0.496,0.496
2031,0,0.465,0.465
2032,0,0.482,0.482
2033,0,0.493,0.493
2034,0,0.466,0.466
2035,1,0.468,-0.532
2036,1,0.482,-0.518
2037,0,0.49,0.49
2038,0,0.489,0.489
2039,0,0.485,0.485
2040,0,0.488,0.488
2041,1,0.491,-0.509
2042,0,0.481,0.481
2043,0,0.492,0.492
2044,1,0.492,-0.508
2045,0,0.477,0.477
2046,1,0.481,-0.519
2047,1,0.474,-0.526
2048,0,0.464,0.464
2049,1,0.486,-0.514
2050,0,0.466,0.466
2051,1,0.481,-0.519
2052,0,0.491,0.491
2053,0,0.484,0.484
2054,0,0.479,0.479
2055,0,0.464,0.464
2056,0,0.479,0.479
2057,1,0.479,-0.521
2058,1,0.477,-0.523
2059,0,0.479,0.479
2060,0,0.482,0.482
2061,0,0.467,0.467
2062,1,0.471,-0.529
2063,0,0.494,0.494
2064,0,0.463,0.463
2065,0,0.496,0.496
2066,1,0.476,-0.524
2067,1,0.481,-0.519
2068,1,0.476,-0.524
2069,1,0.486,-0.514
2070,0,0.496,0.496
2071,1,0.467,-0.533
2072,1,0.484,-0.516
2073,1,0.492,-0.508
2074,1,0.491,-0.509
2075,0,0.467,0.467
2076,0,0.496,0.496
2077,1,0.467,-0.533
2078,1,0.492,-0.508
2079,0,0.477,0.477
2080,0,0.473,0.473
2081,1,0.475,-0.525
2082,0,0.475,0.475
2083,1,0.475,-0.525
2084,0,0.495,0.495
2085,0,0.468,0.468
2086,1,0.472,-0.528
2087,0,0.486,0.486
2088,1,0.473,-0.527
2089,0,0.466,0.466
2090,0,0.477,0.477
2091,0,0.484,0.484
2092,1,0.487,-0.513
2093,1,0.468,-0.532
2094,0,0.475,0.475
2095,1,0.476,-0.524
2096,0,0.481,0.481
2097,1,0.478,-0.522
2098,0,0.488,0.488
2099,0,0.466,0.466
2100,0,0.48,0.48
2101,1,0.476,-0.524
2102,1,0.474,-0.526
2103,0,0.465,0.465
2104,1,0.483,-0.517
2105,1,0.483,-0.517
2106,0,0.466,0.466
2107,0,0.489,0.489
