=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.functions.LibSVM -- -S 0 -K 2 -D 3 -G 0.0 -R 0.0 -N 0.5 -M 40.0 -C 1.0 -E 0.001 -P 0.1 -model / -seed 1
Relation:     ring-separable-weka-letters
Instances:    10000
Attributes:   3
              input1
              input2
              output
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

LibSVM wrapper, original code by Yasser EL-Manzalawy (= WLSVM)
Attribute mappings:

Model attributes  	    Incoming attributes
------------------	    ----------------
(numeric) input1  	--> 1 (numeric) input1
(numeric) input2  	--> 2 (numeric) input2
(nominal) output  	--> 3 (nominal) output


Time taken to build model: 4.82 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
3912,2:B,2:B,,1
3913,2:B,2:B,,1
3914,2:B,2:B,,1
3915,1:A,1:A,,1
3916,2:B,2:B,,1
3917,1:A,1:A,,1
3918,1:A,1:A,,1
3919,1:A,1:A,,1
3920,2:B,2:B,,1
3921,2:B,2:B,,1
3922,2:B,2:B,,1
3923,2:B,2:B,,1
3924,1:A,1:A,,1
3925,1:A,1:A,,1
3926,1:A,2:B,+,1
3927,2:B,2:B,,1
3928,1:A,1:A,,1
3929,1:A,1:A,,1
3930,1:A,1:A,,1
3931,1:A,1:A,,1
3932,1:A,2:B,+,1
3933,1:A,1:A,,1
3934,1:A,1:A,,1
3935,2:B,2:B,,1
3936,1:A,1:A,,1
3937,1:A,1:A,,1
3938,1:A,1:A,,1
3939,1:A,1:A,,1
3940,2:B,2:B,,1
3941,1:A,2:B,+,1
3942,1:A,1:A,,1
3943,2:B,2:B,,1
3944,2:B,2:B,,1
3945,1:A,1:A,,1
3946,2:B,2:B,,1
3947,1:A,1:A,,1
3948,2:B,2:B,,1
3949,1:A,1:A,,1
3950,2:B,1:A,+,1
3951,1:A,2:B,+,1
3952,2:B,2:B,,1
3953,1:A,1:A,,1
3954,1:A,1:A,,1
3955,1:A,1:A,,1
3956,2:B,2:B,,1
3957,2:B,2:B,,1
3958,1:A,1:A,,1
3959,1:A,1:A,,1
3960,2:B,2:B,,1
3961,1:A,1:A,,1
3962,1:A,1:A,,1
3963,2:B,2:B,,1
3964,2:B,2:B,,1
3965,2:B,2:B,,1
3966,2:B,2:B,,1
3967,1:A,1:A,,1
3968,1:A,1:A,,1
3969,1:A,1:A,,1
3970,1:A,1:A,,1
3971,1:A,2:B,+,1
3972,1:A,1:A,,1
3973,2:B,2:B,,1
3974,1:A,1:A,,1
3975,2:B,2:B,,1
3976,2:B,1:A,+,1
3977,2:B,2:B,,1
3978,2:B,2:B,,1
3979,1:A,1:A,,1
3980,2:B,2:B,,1
3981,1:A,1:A,,1
3982,1:A,1:A,,1
3983,1:A,1:A,,1
3984,1:A,1:A,,1
3985,1:A,1:A,,1
3986,2:B,2:B,,1
3987,1:A,1:A,,1
3988,1:A,1:A,,1
3989,1:A,1:A,,1
3990,2:B,2:B,,1
3991,2:B,2:B,,1
3992,1:A,1:A,,1
3993,2:B,2:B,,1
3994,1:A,1:A,,1
3995,2:B,2:B,,1
3996,2:B,2:B,,1
3997,1:A,1:A,,1
3998,2:B,2:B,,1
3999,2:B,2:B,,1
4000,2:B,2:B,,1
4001,1:A,1:A,,1
4002,2:B,2:B,,1
4003,1:A,1:A,,1
4004,1:A,1:A,,1
4005,1:A,1:A,,1
4006,1:A,1:A,,1
4007,1:A,1:A,,1
4008,1:A,1:A,,1
4009,2:B,2:B,,1
4010,1:A,1:A,,1
4011,2:B,2:B,,1
4012,2:B,2:B,,1
4013,1:A,1:A,,1
4014,1:A,2:B,+,1
4015,1:A,1:A,,1
4016,1:A,2:B,+,1
4017,1:A,1:A,,1
4018,1:A,1:A,,1
4019,2:B,2:B,,1
4020,2:B,2:B,,1
4021,2:B,2:B,,1
4022,1:A,1:A,,1
4023,2:B,2:B,,1
4024,1:A,1:A,,1
4025,1:A,1:A,,1
4026,2:B,2:B,,1
4027,1:A,1:A,,1
4028,1:A,1:A,,1
4029,1:A,1:A,,1
4030,1:A,1:A,,1
4031,2:B,2:B,,1
4032,1:A,1:A,,1
4033,1:A,1:A,,1
4034,1:A,1:A,,1
4035,2:B,2:B,,1
4036,1:A,1:A,,1
4037,1:A,1:A,,1
4038,2:B,2:B,,1
4039,2:B,2:B,,1
4040,2:B,2:B,,1
4041,1:A,1:A,,1
4042,1:A,1:A,,1
4043,2:B,2:B,,1
4044,1:A,1:A,,1
4045,2:B,2:B,,1
4046,1:A,1:A,,1
4047,1:A,1:A,,1
4048,1:A,2:B,+,1
4049,1:A,1:A,,1
4050,2:B,2:B,,1
4051,1:A,1:A,,1
4052,2:B,2:B,,1
4053,1:A,1:A,,1
4054,2:B,2:B,,1
4055,1:A,1:A,,1
4056,1:A,1:A,,1
4057,2:B,2:B,,1
4058,1:A,1:A,,1
4059,2:B,2:B,,1
4060,1:A,1:A,,1
4061,1:A,1:A,,1
4062,2:B,2:B,,1
4063,1:A,1:A,,1
4064,2:B,2:B,,1
4065,1:A,1:A,,1
4066,2:B,2:B,,1
4067,1:A,1:A,,1
4068,2:B,2:B,,1
4069,1:A,1:A,,1
4070,1:A,1:A,,1
4071,2:B,2:B,,1
4072,2:B,2:B,,1
4073,1:A,1:A,,1
4074,2:B,2:B,,1
4075,2:B,2:B,,1
4076,1:A,1:A,,1
4077,1:A,1:A,,1
4078,2:B,2:B,,1
4079,1:A,1:A,,1
4080,2:B,2:B,,1
4081,1:A,1:A,,1
4082,1:A,1:A,,1
4083,1:A,1:A,,1
4084,1:A,1:A,,1
4085,1:A,1:A,,1
4086,1:A,1:A,,1
4087,1:A,1:A,,1
4088,2:B,2:B,,1
4089,2:B,2:B,,1
4090,2:B,2:B,,1
4091,1:A,1:A,,1
4092,2:B,2:B,,1
4093,1:A,1:A,,1
4094,1:A,1:A,,1
4095,2:B,2:B,,1
4096,2:B,2:B,,1
4097,1:A,1:A,,1
4098,2:B,2:B,,1
4099,2:B,2:B,,1
4100,1:A,1:A,,1
4101,1:A,1:A,,1
4102,1:A,1:A,,1
4103,2:B,2:B,,1
4104,2:B,2:B,,1
4105,1:A,1:A,,1
4106,1:A,1:A,,1
4107,1:A,1:A,,1
4108,1:A,2:B,+,1
4109,1:A,1:A,,1
4110,1:A,1:A,,1
4111,1:A,1:A,,1
4112,2:B,2:B,,1
4113,1:A,1:A,,1
4114,1:A,1:A,,1
4115,1:A,1:A,,1
4116,1:A,1:A,,1
4117,2:B,2:B,,1
4118,1:A,1:A,,1
4119,1:A,1:A,,1
4120,2:B,2:B,,1
4121,1:A,1:A,,1
4122,1:A,1:A,,1
4123,1:A,1:A,,1
4124,1:A,1:A,,1
4125,1:A,1:A,,1
4126,1:A,1:A,,1
4127,2:B,2:B,,1
4128,1:A,2:B,+,1
4129,1:A,1:A,,1
4130,2:B,2:B,,1
4131,2:B,2:B,,1
4132,1:A,1:A,,1
4133,2:B,2:B,,1
4134,2:B,2:B,,1
4135,2:B,2:B,,1
4136,2:B,2:B,,1
4137,2:B,2:B,,1
4138,2:B,2:B,,1
4139,1:A,1:A,,1
4140,2:B,2:B,,1
4141,1:A,1:A,,1
4142,2:B,2:B,,1
4143,2:B,2:B,,1
4144,1:A,1:A,,1
4145,2:B,2:B,,1
4146,1:A,1:A,,1
4147,1:A,1:A,,1
4148,1:A,1:A,,1
4149,1:A,1:A,,1
4150,1:A,1:A,,1
4151,1:A,1:A,,1
4152,1:A,1:A,,1
4153,1:A,1:A,,1
4154,2:B,2:B,,1
4155,2:B,2:B,,1
4156,2:B,2:B,,1
4157,1:A,1:A,,1
4158,1:A,1:A,,1
4159,1:A,1:A,,1
4160,1:A,1:A,,1
4161,2:B,2:B,,1
4162,2:B,2:B,,1
4163,2:B,2:B,,1
4164,1:A,1:A,,1
4165,2:B,2:B,,1
4166,1:A,1:A,,1
4167,1:A,1:A,,1
4168,2:B,2:B,,1
4169,1:A,1:A,,1
4170,1:A,1:A,,1
4171,2:B,2:B,,1
4172,2:B,2:B,,1
4173,2:B,2:B,,1
4174,1:A,1:A,,1
4175,2:B,2:B,,1
4176,1:A,1:A,,1
4177,2:B,2:B,,1
4178,1:A,1:A,,1
4179,2:B,2:B,,1
4180,2:B,2:B,,1
4181,1:A,1:A,,1
4182,1:A,1:A,,1
4183,2:B,2:B,,1
4184,2:B,2:B,,1
4185,2:B,2:B,,1
4186,1:A,2:B,+,1
4187,1:A,1:A,,1
4188,1:A,1:A,,1
4189,1:A,1:A,,1
4190,2:B,2:B,,1
4191,1:A,1:A,,1
4192,2:B,2:B,,1
4193,1:A,1:A,,1
4194,1:A,1:A,,1
4195,2:B,2:B,,1
4196,1:A,1:A,,1
4197,1:A,1:A,,1
4198,1:A,1:A,,1
4199,1:A,1:A,,1
4200,1:A,2:B,+,1
4201,2:B,2:B,,1
4202,2:B,1:A,+,1
4203,2:B,2:B,,1
4204,1:A,1:A,,1
4205,2:B,2:B,,1
4206,2:B,2:B,,1
4207,1:A,1:A,,1
4208,1:A,1:A,,1
4209,1:A,1:A,,1
4210,1:A,1:A,,1
4211,1:A,1:A,,1
4212,1:A,1:A,,1
4213,1:A,2:B,+,1
4214,2:B,2:B,,1
4215,1:A,1:A,,1
4216,1:A,1:A,,1
4217,2:B,2:B,,1
4218,2:B,2:B,,1
4219,2:B,2:B,,1
4220,1:A,1:A,,1
4221,2:B,2:B,,1
4222,1:A,1:A,,1
4223,2:B,2:B,,1
4224,1:A,1:A,,1
4225,2:B,2:B,,1
4226,2:B,2:B,,1
4227,1:A,1:A,,1
4228,2:B,2:B,,1
4229,1:A,1:A,,1
4230,1:A,1:A,,1
4231,2:B,2:B,,1
4232,1:A,1:A,,1
4233,2:B,2:B,,1
4234,2:B,2:B,,1
4235,1:A,1:A,,1
4236,1:A,1:A,,1
4237,1:A,1:A,,1
4238,1:A,1:A,,1
4239,1:A,1:A,,1
4240,2:B,2:B,,1
4241,1:A,1:A,,1
4242,2:B,2:B,,1
4243,2:B,1:A,+,1
4244,2:B,2:B,,1
4245,2:B,2:B,,1
4246,1:A,2:B,+,1
4247,2:B,2:B,,1
4248,1:A,1:A,,1
4249,2:B,2:B,,1
4250,1:A,1:A,,1
4251,1:A,1:A,,1
4252,2:B,2:B,,1
4253,2:B,2:B,,1
4254,1:A,1:A,,1
4255,2:B,2:B,,1
4256,1:A,1:A,,1
4257,1:A,1:A,,1
4258,1:A,1:A,,1
4259,1:A,1:A,,1
4260,2:B,2:B,,1
4261,2:B,2:B,,1
4262,1:A,1:A,,1
4263,1:A,1:A,,1
4264,2:B,2:B,,1
4265,1:A,1:A,,1
4266,1:A,1:A,,1
4267,1:A,1:A,,1
4268,1:A,1:A,,1
4269,1:A,1:A,,1
4270,1:A,1:A,,1
4271,1:A,1:A,,1
4272,2:B,2:B,,1
4273,2:B,2:B,,1
4274,1:A,1:A,,1
4275,1:A,1:A,,1
4276,1:A,1:A,,1
4277,2:B,2:B,,1
4278,1:A,1:A,,1
4279,1:A,2:B,+,1
4280,2:B,2:B,,1
4281,2:B,2:B,,1
4282,2:B,2:B,,1
4283,1:A,1:A,,1
4284,1:A,2:B,+,1
4285,2:B,2:B,,1
4286,2:B,2:B,,1
4287,1:A,1:A,,1
4288,2:B,2:B,,1
4289,1:A,1:A,,1
4290,2:B,2:B,,1
4291,1:A,1:A,,1
4292,1:A,1:A,,1
4293,1:A,1:A,,1
4294,1:A,1:A,,1
4295,2:B,2:B,,1
4296,1:A,1:A,,1
4297,2:B,2:B,,1
4298,2:B,2:B,,1
4299,1:A,1:A,,1
4300,1:A,1:A,,1
4301,1:A,1:A,,1
4302,1:A,1:A,,1
4303,1:A,1:A,,1
4304,1:A,1:A,,1
4305,2:B,2:B,,1
4306,1:A,1:A,,1
4307,1:A,1:A,,1
4308,1:A,1:A,,1
4309,1:A,1:A,,1
4310,1:A,1:A,,1
4311,2:B,2:B,,1
4312,1:A,1:A,,1
4313,2:B,2:B,,1
4314,2:B,2:B,,1
4315,1:A,1:A,,1
4316,2:B,2:B,,1
4317,2:B,2:B,,1
4318,1:A,1:A,,1
4319,2:B,2:B,,1
4320,2:B,2:B,,1
4321,2:B,2:B,,1
4322,1:A,1:A,,1
4323,1:A,1:A,,1
4324,2:B,2:B,,1
4325,1:A,2:B,+,1
4326,1:A,1:A,,1
4327,2:B,2:B,,1
4328,1:A,1:A,,1
4329,2:B,2:B,,1
4330,2:B,2:B,,1
4331,1:A,1:A,,1
4332,1:A,1:A,,1
4333,1:A,1:A,,1
4334,2:B,2:B,,1
4335,1:A,1:A,,1
4336,1:A,1:A,,1
4337,2:B,1:A,+,1
4338,1:A,1:A,,1
4339,2:B,2:B,,1
4340,1:A,1:A,,1
4341,1:A,2:B,+,1
4342,1:A,1:A,,1
4343,1:A,1:A,,1
4344,2:B,2:B,,1
4345,1:A,1:A,,1
4346,2:B,2:B,,1
4347,1:A,1:A,,1
4348,1:A,1:A,,1
4349,1:A,1:A,,1
4350,1:A,1:A,,1
4351,1:A,1:A,,1
4352,1:A,1:A,,1
4353,2:B,2:B,,1
4354,1:A,1:A,,1
4355,2:B,2:B,,1
4356,1:A,1:A,,1
4357,1:A,1:A,,1
4358,2:B,2:B,,1
4359,1:A,1:A,,1
4360,1:A,1:A,,1
4361,1:A,1:A,,1
4362,1:A,1:A,,1
4363,2:B,2:B,,1
4364,1:A,2:B,+,1
4365,2:B,2:B,,1
4366,2:B,2:B,,1
4367,1:A,1:A,,1
4368,2:B,1:A,+,1
4369,2:B,2:B,,1
4370,1:A,1:A,,1
4371,2:B,2:B,,1
4372,1:A,1:A,,1
4373,2:B,2:B,,1
4374,1:A,1:A,,1
4375,1:A,1:A,,1
4376,2:B,2:B,,1
4377,1:A,1:A,,1
4378,1:A,1:A,,1
4379,2:B,2:B,,1
4380,1:A,1:A,,1
4381,2:B,2:B,,1
4382,2:B,2:B,,1
4383,1:A,1:A,,1
4384,1:A,1:A,,1
4385,1:A,1:A,,1
4386,2:B,2:B,,1
4387,2:B,2:B,,1
4388,2:B,2:B,,1
4389,2:B,2:B,,1
4390,1:A,1:A,,1
4391,1:A,1:A,,1
4392,1:A,1:A,,1
4393,1:A,1:A,,1
4394,2:B,2:B,,1
4395,1:A,1:A,,1
4396,1:A,1:A,,1
4397,1:A,1:A,,1
4398,1:A,2:B,+,1
4399,2:B,2:B,,1
4400,1:A,1:A,,1
4401,1:A,1:A,,1
4402,1:A,1:A,,1
4403,2:B,2:B,,1
4404,1:A,1:A,,1
4405,1:A,1:A,,1
4406,2:B,2:B,,1
4407,1:A,1:A,,1
4408,1:A,1:A,,1
4409,1:A,1:A,,1
4410,1:A,1:A,,1
4411,1:A,1:A,,1
4412,2:B,1:A,+,1
4413,2:B,2:B,,1
4414,2:B,2:B,,1
4415,2:B,2:B,,1
4416,1:A,1:A,,1
4417,2:B,2:B,,1
4418,1:A,1:A,,1
4419,2:B,2:B,,1
4420,1:A,1:A,,1
4421,1:A,1:A,,1
4422,1:A,1:A,,1
4423,2:B,2:B,,1
4424,2:B,2:B,,1
4425,1:A,1:A,,1
4426,1:A,1:A,,1
4427,1:A,1:A,,1
4428,2:B,2:B,,1
4429,2:B,2:B,,1
4430,1:A,1:A,,1
4431,1:A,1:A,,1
4432,1:A,1:A,,1
4433,1:A,1:A,,1
4434,1:A,1:A,,1
4435,1:A,1:A,,1
4436,1:A,1:A,,1
4437,2:B,2:B,,1
4438,2:B,2:B,,1
4439,2:B,2:B,,1
4440,2:B,2:B,,1
4441,2:B,2:B,,1
4442,1:A,1:A,,1
4443,2:B,2:B,,1
4444,2:B,2:B,,1
4445,1:A,1:A,,1
4446,1:A,1:A,,1
4447,2:B,2:B,,1
4448,1:A,1:A,,1
4449,2:B,2:B,,1
4450,1:A,1:A,,1
4451,1:A,1:A,,1
4452,1:A,1:A,,1
4453,1:A,1:A,,1
4454,1:A,1:A,,1
4455,2:B,2:B,,1
4456,1:A,1:A,,1
4457,1:A,1:A,,1
4458,2:B,2:B,,1
4459,2:B,2:B,,1
4460,2:B,2:B,,1
4461,2:B,2:B,,1
4462,1:A,1:A,,1
4463,1:A,1:A,,1
4464,2:B,2:B,,1
4465,1:A,1:A,,1
4466,2:B,2:B,,1
4467,2:B,2:B,,1
4468,2:B,2:B,,1
4469,1:A,2:B,+,1
4470,1:A,2:B,+,1
4471,2:B,2:B,,1
4472,1:A,1:A,,1
4473,2:B,2:B,,1
4474,1:A,1:A,,1
4475,2:B,2:B,,1
4476,1:A,1:A,,1
4477,2:B,2:B,,1
4478,2:B,2:B,,1
4479,1:A,1:A,,1
4480,1:A,1:A,,1
4481,1:A,1:A,,1
4482,2:B,2:B,,1
4483,2:B,1:A,+,1
4484,1:A,1:A,,1
4485,2:B,2:B,,1
4486,1:A,1:A,,1
4487,2:B,2:B,,1
4488,2:B,2:B,,1
4489,1:A,1:A,,1
4490,2:B,2:B,,1
4491,1:A,1:A,,1
4492,1:A,1:A,,1
4493,2:B,2:B,,1
4494,2:B,1:A,+,1
4495,2:B,2:B,,1
4496,2:B,2:B,,1
4497,2:B,2:B,,1
4498,2:B,2:B,,1
4499,1:A,1:A,,1
4500,2:B,2:B,,1
4501,2:B,2:B,,1
4502,2:B,2:B,,1
4503,1:A,1:A,,1
4504,1:A,1:A,,1
4505,2:B,2:B,,1
4506,1:A,1:A,,1
4507,2:B,2:B,,1
4508,2:B,2:B,,1
4509,1:A,1:A,,1
4510,2:B,2:B,,1
4511,1:A,1:A,,1
4512,2:B,2:B,,1
4513,2:B,2:B,,1
4514,2:B,2:B,,1
4515,2:B,2:B,,1
4516,2:B,2:B,,1
4517,2:B,2:B,,1
4518,1:A,2:B,+,1
4519,2:B,2:B,,1
4520,1:A,1:A,,1
4521,2:B,2:B,,1
4522,1:A,1:A,,1
4523,1:A,1:A,,1
4524,2:B,2:B,,1
4525,2:B,2:B,,1
4526,1:A,1:A,,1
4527,1:A,1:A,,1
4528,1:A,1:A,,1
4529,2:B,2:B,,1
4530,2:B,2:B,,1
4531,2:B,2:B,,1
4532,2:B,2:B,,1
4533,1:A,1:A,,1
4534,1:A,1:A,,1
4535,1:A,1:A,,1
4536,1:A,1:A,,1
4537,1:A,1:A,,1
4538,2:B,2:B,,1
4539,1:A,1:A,,1
4540,1:A,1:A,,1
4541,2:B,2:B,,1
4542,2:B,2:B,,1
4543,1:A,1:A,,1
4544,1:A,1:A,,1
4545,2:B,2:B,,1
4546,1:A,1:A,,1
4547,2:B,2:B,,1
4548,2:B,2:B,,1
4549,1:A,1:A,,1
4550,2:B,2:B,,1
4551,2:B,2:B,,1
4552,2:B,2:B,,1
4553,2:B,2:B,,1
4554,2:B,2:B,,1
4555,1:A,1:A,,1
4556,1:A,1:A,,1
4557,2:B,2:B,,1
4558,1:A,1:A,,1
4559,2:B,2:B,,1
4560,1:A,1:A,,1
4561,1:A,1:A,,1
4562,2:B,2:B,,1
4563,1:A,1:A,,1
4564,1:A,1:A,,1
4565,1:A,1:A,,1
4566,2:B,2:B,,1
4567,1:A,1:A,,1
4568,2:B,2:B,,1
4569,2:B,2:B,,1
4570,2:B,2:B,,1
4571,1:A,1:A,,1
4572,1:A,1:A,,1
4573,1:A,1:A,,1
4574,2:B,2:B,,1
4575,1:A,1:A,,1
4576,2:B,2:B,,1
4577,1:A,1:A,,1
4578,2:B,2:B,,1
4579,2:B,2:B,,1
4580,2:B,2:B,,1
4581,1:A,1:A,,1
4582,2:B,2:B,,1
4583,1:A,1:A,,1
4584,1:A,1:A,,1
4585,1:A,1:A,,1
4586,1:A,1:A,,1
4587,2:B,2:B,,1
4588,1:A,1:A,,1
4589,2:B,2:B,,1
4590,2:B,1:A,+,1
4591,1:A,1:A,,1
4592,1:A,1:A,,1
4593,2:B,2:B,,1
4594,1:A,1:A,,1
4595,1:A,1:A,,1
4596,2:B,2:B,,1
4597,1:A,1:A,,1
4598,1:A,1:A,,1
4599,1:A,1:A,,1
4600,1:A,1:A,,1
4601,1:A,1:A,,1
4602,2:B,2:B,,1
4603,1:A,1:A,,1
4604,2:B,2:B,,1
4605,2:B,2:B,,1
4606,2:B,2:B,,1
4607,2:B,2:B,,1
4608,1:A,1:A,,1
4609,2:B,2:B,,1
4610,2:B,2:B,,1
4611,2:B,2:B,,1
4612,1:A,1:A,,1
4613,1:A,1:A,,1
4614,2:B,2:B,,1
4615,1:A,1:A,,1
4616,1:A,1:A,,1
4617,2:B,2:B,,1
4618,1:A,1:A,,1
4619,1:A,1:A,,1
4620,1:A,1:A,,1
4621,2:B,2:B,,1
4622,2:B,2:B,,1
4623,1:A,2:B,+,1
4624,2:B,1:A,+,1
4625,1:A,1:A,,1
4626,1:A,1:A,,1
4627,1:A,1:A,,1
4628,1:A,1:A,,1
4629,2:B,2:B,,1
4630,1:A,1:A,,1
4631,2:B,2:B,,1
4632,2:B,2:B,,1
4633,2:B,2:B,,1
4634,2:B,2:B,,1
4635,2:B,2:B,,1
4636,2:B,2:B,,1
4637,2:B,2:B,,1
4638,1:A,1:A,,1
4639,2:B,2:B,,1
4640,2:B,2:B,,1
4641,1:A,1:A,,1
4642,2:B,2:B,,1
4643,1:A,1:A,,1
4644,2:B,2:B,,1
4645,2:B,2:B,,1
4646,2:B,2:B,,1
4647,1:A,1:A,,1
4648,1:A,1:A,,1
4649,1:A,1:A,,1
4650,2:B,2:B,,1
4651,2:B,2:B,,1
4652,1:A,2:B,+,1
4653,2:B,2:B,,1
4654,1:A,1:A,,1
4655,2:B,2:B,,1
4656,1:A,1:A,,1
4657,2:B,2:B,,1
4658,2:B,2:B,,1
4659,1:A,1:A,,1
4660,2:B,2:B,,1
4661,1:A,1:A,,1
4662,2:B,2:B,,1
4663,2:B,2:B,,1
4664,1:A,1:A,,1
4665,1:A,1:A,,1
4666,2:B,2:B,,1
4667,1:A,1:A,,1
4668,1:A,1:A,,1
4669,1:A,1:A,,1
4670,1:A,1:A,,1
4671,2:B,2:B,,1
4672,2:B,2:B,,1
4673,1:A,1:A,,1
4674,2:B,2:B,,1
4675,2:B,2:B,,1
4676,1:A,1:A,,1
4677,2:B,2:B,,1
4678,1:A,1:A,,1
4679,2:B,2:B,,1
4680,2:B,2:B,,1
4681,2:B,2:B,,1
4682,1:A,1:A,,1
4683,1:A,1:A,,1
4684,1:A,1:A,,1
4685,1:A,1:A,,1
4686,1:A,1:A,,1
4687,2:B,2:B,,1
4688,1:A,1:A,,1
4689,1:A,1:A,,1
4690,1:A,1:A,,1
4691,2:B,2:B,,1
4692,1:A,1:A,,1
4693,1:A,1:A,,1
4694,1:A,1:A,,1
4695,1:A,1:A,,1
4696,1:A,1:A,,1
4697,1:A,1:A,,1
4698,1:A,1:A,,1
4699,1:A,1:A,,1
4700,1:A,1:A,,1
4701,2:B,2:B,,1
4702,1:A,1:A,,1
4703,1:A,1:A,,1
4704,1:A,1:A,,1
4705,2:B,2:B,,1
4706,1:A,1:A,,1
4707,1:A,1:A,,1
4708,1:A,2:B,+,1
4709,2:B,2:B,,1
4710,1:A,1:A,,1
4711,1:A,1:A,,1
4712,2:B,2:B,,1
4713,2:B,2:B,,1
4714,2:B,2:B,,1
4715,1:A,1:A,,1
4716,1:A,1:A,,1
4717,1:A,1:A,,1
4718,1:A,1:A,,1
4719,1:A,1:A,,1
4720,1:A,1:A,,1
4721,1:A,1:A,,1
4722,2:B,2:B,,1
4723,1:A,1:A,,1
4724,2:B,2:B,,1
4725,1:A,1:A,,1
4726,2:B,2:B,,1
4727,1:A,2:B,+,1
4728,2:B,2:B,,1
4729,1:A,1:A,,1
4730,1:A,1:A,,1
4731,1:A,1:A,,1
4732,1:A,1:A,,1
4733,1:A,1:A,,1
4734,2:B,2:B,,1
4735,2:B,2:B,,1
4736,2:B,2:B,,1
4737,2:B,2:B,,1
4738,1:A,1:A,,1
4739,2:B,2:B,,1
4740,1:A,1:A,,1
4741,2:B,2:B,,1
4742,1:A,1:A,,1
4743,2:B,2:B,,1
4744,1:A,1:A,,1
4745,2:B,2:B,,1
4746,1:A,1:A,,1
4747,1:A,1:A,,1
4748,1:A,1:A,,1
4749,2:B,2:B,,1
4750,2:B,2:B,,1
4751,1:A,2:B,+,1
4752,2:B,2:B,,1
4753,1:A,1:A,,1
4754,2:B,2:B,,1
4755,1:A,1:A,,1
4756,2:B,2:B,,1
4757,1:A,1:A,,1
4758,1:A,2:B,+,1
4759,2:B,2:B,,1
4760,2:B,2:B,,1
4761,2:B,2:B,,1
4762,2:B,2:B,,1
4763,1:A,1:A,,1
4764,1:A,1:A,,1
4765,1:A,1:A,,1
4766,2:B,2:B,,1
4767,2:B,2:B,,1
4768,2:B,2:B,,1
4769,2:B,2:B,,1
4770,2:B,2:B,,1
4771,1:A,1:A,,1
4772,2:B,2:B,,1
4773,1:A,1:A,,1
4774,2:B,2:B,,1
4775,1:A,1:A,,1
4776,2:B,2:B,,1
4777,2:B,2:B,,1
4778,2:B,2:B,,1
4779,1:A,1:A,,1
4780,2:B,2:B,,1
4781,1:A,1:A,,1
4782,2:B,2:B,,1
4783,2:B,2:B,,1
4784,1:A,1:A,,1
4785,2:B,2:B,,1
4786,1:A,1:A,,1
4787,1:A,1:A,,1
4788,2:B,2:B,,1
4789,2:B,2:B,,1
4790,1:A,2:B,+,1
4791,1:A,1:A,,1
4792,1:A,1:A,,1
4793,2:B,2:B,,1
4794,2:B,2:B,,1
4795,2:B,2:B,,1
4796,2:B,2:B,,1
4797,2:B,2:B,,1
4798,1:A,1:A,,1
4799,1:A,1:A,,1
4800,2:B,2:B,,1
4801,1:A,1:A,,1
4802,1:A,1:A,,1
4803,1:A,1:A,,1
4804,1:A,1:A,,1
4805,2:B,2:B,,1
4806,1:A,1:A,,1
4807,1:A,1:A,,1
4808,1:A,1:A,,1
4809,2:B,2:B,,1
4810,2:B,2:B,,1
4811,2:B,2:B,,1
4812,1:A,1:A,,1
4813,1:A,1:A,,1
4814,2:B,2:B,,1
4815,2:B,2:B,,1
4816,2:B,2:B,,1
4817,2:B,2:B,,1
4818,2:B,2:B,,1
4819,2:B,2:B,,1
4820,2:B,2:B,,1
4821,1:A,1:A,,1
4822,1:A,1:A,,1
4823,2:B,2:B,,1
4824,2:B,2:B,,1
4825,1:A,1:A,,1
4826,1:A,1:A,,1
4827,1:A,1:A,,1
4828,1:A,1:A,,1
4829,1:A,2:B,+,1
4830,2:B,2:B,,1
4831,2:B,2:B,,1
4832,1:A,1:A,,1
4833,2:B,2:B,,1
4834,2:B,2:B,,1
4835,1:A,1:A,,1
4836,2:B,2:B,,1
4837,1:A,1:A,,1
4838,2:B,2:B,,1
4839,2:B,2:B,,1
4840,2:B,2:B,,1
4841,1:A,1:A,,1
4842,2:B,2:B,,1
4843,2:B,2:B,,1
4844,1:A,1:A,,1
4845,1:A,1:A,,1
4846,2:B,2:B,,1
4847,2:B,2:B,,1
4848,1:A,1:A,,1
4849,2:B,2:B,,1
4850,2:B,2:B,,1
4851,2:B,2:B,,1
4852,2:B,2:B,,1
4853,1:A,1:A,,1
4854,2:B,2:B,,1
4855,2:B,2:B,,1
4856,2:B,2:B,,1
4857,2:B,2:B,,1
4858,1:A,1:A,,1
4859,2:B,2:B,,1
4860,1:A,1:A,,1
4861,1:A,1:A,,1
4862,2:B,2:B,,1
4863,1:A,1:A,,1
4864,1:A,1:A,,1
4865,2:B,2:B,,1
4866,1:A,1:A,,1
4867,1:A,2:B,+,1
4868,1:A,1:A,,1
4869,2:B,2:B,,1
4870,1:A,1:A,,1
4871,1:A,1:A,,1
4872,2:B,2:B,,1
4873,2:B,2:B,,1
4874,2:B,2:B,,1
4875,2:B,2:B,,1
4876,1:A,1:A,,1
4877,1:A,1:A,,1
4878,2:B,2:B,,1
