input1,input2,output
0.597628,-0.214507,B
0.873577,0.050637,A
0.339396,-0.76574,B
0.195593,0.216851,A
-0.261726,0.52494,B
-0.700591,0.087467,B
0.81142,-0.081498,B
0.629674,-0.288267,A
0.23998,-0.631148,B
0.547664,-0.903136,A
-0.705627,-0.196728,B
0.260291,0.786096,B
-0.256715,0.02782,A
-0.899724,-0.308258,A
0.967796,0.269186,A
0.692216,-0.232857,B
-0.785712,0.739621,A
0.509661,-0.32982,A
-0.955525,-0.93835,B
0.212287,0.234567,B
0.795009,0.983237,A
-0.412259,-0.255804,B
-0.220343,0.733789,A
0.759589,-0.231583,A
-0.224845,-0.621632,A
0.568776,-0.620552,A
0.232411,-0.185019,A
0.593609,-0.828879,A
-0.504829,-0.744711,A
-0.191154,0.922036,A
-0.852518,0.94909,A
0.867687,-0.983668,A
0.926017,-0.683118,A
-0.760801,-0.045183,A
-0.355352,0.881889,A
-0.52661,-0.299648,B
0.047741,-0.468529,B
-0.257182,-0.008487,B
0.080754,0.336023,B
0.862578,-0.47214,A
-0.511405,-0.180463,B
-0.087745,-0.150556,A
0.069241,-0.813253,A
0.541831,-0.295187,B
-0.137564,-0.697622,B
-0.140752,0.37795,B
-0.777996,-0.289634,A
0.276837,-0.036245,B
0.861263,0.515286,A
0.853076,0.275739,B
-0.347126,-0.314999,B
-0.212279,0.796925,A
-0.602926,0.35924,B
0.134982,-0.851727,A
-0.343543,-0.52966,B
-0.932676,0.340965,A
0.901118,0.179616,B
-0.130015,-0.74663,A
0.163976,0.149911,B
-0.902077,0.851262,A
-0.055179,-0.001182,A
-0.462442,-0.591957,A
0.318493,-0.67229,B
0.023299,-0.288159,A
0.469955,0.618746,B
0.174438,0.861299,B
-0.950889,0.584814,A
-0.792281,0.850963,B
0.638077,-0.876558,A
0.298211,0.530799,B
-0.580961,0.058194,A
0.766429,0.050014,B
-0.37636,0.122233,A
-0.120493,0.988864,A
-0.967651,0.055656,A
0.686688,-0.873058,A
0.160462,-0.42211,B
0.645361,0.574947,A
0.600354,-0.221557,B
-0.192983,-0.996375,A
0.49066,-0.47376,B
-0.602047,0.453633,A
0.807771,-0.927387,A
0.503066,0.490851,B
-0.06468,0.634017,B
0.373835,-0.929467,A
-0.821449,-0.783276,A
0.744227,-0.143663,A
0.327676,0.005576,B
0.196251,0.218498,B
-0.187233,0.006372,A
-0.994234,-0.365483,A
0.04514,0.655707,B
-0.388462,-0.803292,B
0.807806,-0.229317,B
-0.93309,-0.669475,A
0.772556,0.202949,B
0.953651,0.803623,A
0.93777,0.313749,A
0.451959,-0.078731,B
0.130752,0.164639,B
-0.334904,-0.024769,A
-0.791135,0.52859,A
0.136985,0.940565,A
-0.744001,0.89105,A
0.112009,-0.533749,B
0.300375,-0.825428,B
-0.561755,-0.009158,B
0.855952,0.528822,A
0.114655,-0.525226,B
-0.626603,0.33323,B
0.487714,0.240707,B
0.172986,-0.039191,B
-0.474299,0.303874,B
0.629695,0.732824,A
-0.143622,-0.625918,B
0.725065,-0.703496,A
-0.746115,-0.847108,A
-0.765737,0.996994,A
-0.598427,0.637034,A
0.706698,0.728149,A
0.143971,-0.904716,A
0.720262,0.628433,A
0.364166,-0.164186,B
0.475287,-0.394221,A
0.851816,0.355185,B
-0.297751,-0.269095,A
0.758092,-0.017107,B
-0.016592,-0.330662,B
-0.188271,0.570166,B
-0.592551,0.948082,A
0.87502,0.912839,A
0.624436,0.396029,B
-0.147514,-0.445591,B
-0.365713,-0.272996,B
0.348656,0.615865,A
-0.888162,-0.024854,A
0.768232,0.659223,A
0.509691,0.448387,B
-0.491647,0.1904,B
-0.194833,0.640637,B
0.154653,0.16767,A
-0.435774,0.278092,B
-0.618103,0.225796,A
0.541637,-0.163605,B
-0.615581,0.272002,B
0.04443,-0.291855,A
0.304786,0.061768,B
-0.428965,-0.608905,A
0.114699,-0.354656,B
-0.041838,-0.48478,B
-0.6517,-0.687664,A
-0.896331,0.364888,A
0.390841,-0.420675,B
-0.661181,0.492802,B
0.296733,-0.398896,B
-0.829729,-0.664189,A
0.220398,0.052955,B
-0.916847,0.241476,A
-0.319843,0.807797,B
0.439455,-0.074359,B
0.950129,0.405474,A
0.745648,-0.625281,A
-0.272948,0.759141,B
-0.369874,0.128958,B
0.618846,-0.258006,B
-0.940276,-0.137654,A
-0.48738,0.022427,A
-0.652118,-0.218963,A
0.589183,-0.983009,A
-0.479831,0.38096,B
0.38541,0.532297,B
0.490904,0.330078,A
0.424475,0.744397,A
0.95485,-0.617398,A
-0.324594,0.167423,B
0.797591,0.505984,A
0.758855,-0.8178,A
-0.908074,-0.764752,B
-0.794077,0.744453,A
-0.445502,0.600253,B
0.905804,-0.912593,A
-0.543239,-0.435469,A
0.136998,0.120134,B
-0.263517,-0.435751,B
0.68002,0.033682,B
0.658088,-0.138759,B
0.157319,-0.150233,A
0.891063,-0.340792,A
-0.458103,0.213768,B
0.406924,-0.787761,A
-0.694061,-0.027595,B
-0.431183,-0.553336,A
-0.474133,-0.928023,A
0.637754,0.202395,B
-0.988453,-0.417439,A
0.670676,-0.512803,A
0.82332,-0.573526,A
-0.531204,0.587048,B
-0.178095,-0.546304,B
-0.027821,0.096491,A
0.594216,-0.846377,A
-0.032292,-0.780823,A
0.770148,-0.049297,B
-0.872906,0.585179,A
0.10557,-0.228318,B
-0.787702,-0.076308,A
0.392392,0.303221,B
-0.555894,0.560651,A
0.91238,0.426429,A
-0.803636,-0.736725,A
0.010888,-0.456644,B
-0.375072,0.771481,B
0.245003,-0.806302,A
0.164877,-0.301151,A
-0.028761,0.882578,A
0.519025,-0.14694,B
-0.486328,0.731449,A
0.585818,-0.66427,B
0.581186,0.893733,A
0.448917,-0.09721,B
-0.209078,-0.916385,A
0.823415,0.331572,A
0.996097,-0.943312,A
-0.728956,0.1401,B
0.901288,-0.244152,A
0.854753,0.774791,A
-0.181457,0.777639,A
-0.076583,-0.945363,B
-0.894957,0.340717,A
-0.581143,0.848987,A
0.15048,0.446385,B
0.322306,0.117114,B
0.814419,-0.164706,B
0.841037,-0.847324,A
-0.107307,0.405023,B
-0.823635,-0.263795,A
0.033902,0.263955,A
0.308054,0.913649,A
-0.538446,0.027784,B
0.094356,0.089101,A
-0.991921,-0.808358,A
-0.630553,0.877189,A
0.792611,-0.677642,A
0.485124,-0.813792,B
-0.552128,-0.031711,B
-0.455489,-0.110059,B
-0.282724,0.44521,B
0.334657,0.224397,B
-0.674791,-0.504604,A
0.50639,0.914709,A
-0.24454,0.199372,B
-0.890226,0.695617,A
-0.184577,0.327408,B
0.71773,0.805823,A
-0.83895,-0.33738,A
-0.486389,-0.830089,A
-0.196674,0.04484,B
0.255909,-0.47579,B
0.281559,-0.519992,B
-0.290405,-0.391237,B
0.628977,0.16645,B
0.701037,0.096129,A
0.667243,0.211087,A
-0.700499,-0.950675,A
-0.384818,0.983913,A
0.531282,-0.402373,A
0.414891,-0.718899,B
0.119374,0.704029,B
0.649451,-0.043445,B
-0.062488,-0.141755,B
-0.398543,-0.895339,A
-0.398048,-0.177638,B
-0.97186,-0.523789,A
0.289087,0.373497,B
0.31658,0.21136,B
-0.809319,-0.93062,A
-0.069021,0.771376,B
-0.294193,-0.472825,B
0.96846,-0.956511,A
0.666654,-0.315041,A
0.046033,-0.289304,A
0.592447,-0.843296,A
-0.023053,0.643889,B
0.630353,0.39069,B
-0.716104,-0.804957,A
0.745384,0.473656,A
0.531681,0.914128,A
0.775796,0.612037,A
-0.474518,0.713338,B
-0.740403,0.413902,A
0.011373,0.019542,A
-0.170376,0.604723,B
-0.04855,-0.071166,A
0.101605,0.164541,A
0.441215,0.026667,B
-0.86209,0.634253,A
0.809187,-0.783863,A
0.020729,-0.962595,A
0.400664,-0.593149,B
0.558783,0.98783,A
0.628565,0.481768,A
0.994669,-0.75277,A
-0.343229,0.9927,A
-0.731098,0.684805,A
-0.849571,-0.848928,A
-0.455916,0.440802,B
0.430853,0.267788,B
0.337079,0.872267,A
-0.385347,0.012559,B
0.898383,0.872161,A
-0.593182,0.480578,A
0.284465,0.255495,A
0.917103,-0.058948,B
-0.941354,0.824101,B
0.527005,-0.800225,A
-0.850654,-0.188746,B
0.089245,0.184146,A
-0.05149,0.135396,A
0.528953,0.013032,B
-0.451039,0.767394,A
0.958321,0.431898,A
-0.605484,0.168926,B
-0.376888,-0.937898,A
0.680437,0.179944,B
-0.264175,0.32539,B
-0.317579,-0.976215,A
-0.336176,0.834479,A
0.44845,0.688184,B
-0.735412,-0.984734,B
-0.750704,0.11876,B
-0.770657,-0.310471,A
0.750897,0.582101,A
-0.549765,0.606334,A
0.14458,0.823758,A
-0.847455,0.32167,A
-0.927025,0.94195,A
0.505654,-0.606823,A
0.520304,-0.464292,B
-0.339984,0.636018,B
-0.540215,-0.313272,B
0.318723,-0.438461,B
-0.324194,-0.636521,B
-0.94891,-0.8865,A
0.155385,0.240634,A
0.026069,-0.08775,B
-0.861789,-0.382307,A
-0.530145,-0.078518,B
-0.689057,-0.400917,B
0.759418,0.049345,B
-0.796159,-0.507316,A
0.346598,-0.016111,A
-0.999944,-0.779155,A
-0.698407,0.814178,A
0.094997,0.710254,A
-0.266671,0.039365,B
-0.449664,0.976849,A
0.700193,-0.428247,A
0.123646,0.647927,B
0.087374,-0.228878,A
-0.574746,-0.659904,A
-0.720158,-0.667371,A
-0.335191,0.890499,A
-0.427768,0.707411,B
0.109806,0.583243,B
-0.860846,0.747671,A
-0.248084,-0.229464,B
0.240281,-0.81635,B
-0.481285,-0.537768,B
0.884677,-0.421249,A
0.520999,-0.852901,A
-0.657663,0.531274,A
0.821468,0.735402,A
0.879926,-0.648946,A
0.43421,0.636433,B
0.832909,0.712197,A
0.339518,0.059379,B
-0.681983,0.221166,A
-0.341386,0.987407,A
-0.789747,-0.146912,A
-0.088909,-0.493539,B
0.853282,0.314111,A
-0.559704,-0.272887,B
0.255823,0.24122,A
-0.767078,0.343775,A
0.481454,0.840496,A
-0.207862,-0.828996,A
-0.23402,0.769718,A
-0.823713,-0.167207,B
0.905727,0.350798,A
0.766738,0.920069,A
0.757027,0.775975,A
-0.035163,0.365166,B
0.837413,-0.786834,A
0.07085,0.044042,A
-0.922041,0.810215,A
-0.262494,-0.704941,A
0.34712,-0.114398,A
-0.084905,0.244149,B
-0.23696,-0.949268,A
0.289951,0.212019,B
0.488762,-0.359666,A
0.563896,-0.460076,A
0.471486,0.694862,A
-0.534028,-0.495891,B
0.864304,0.75767,A
-0.649515,-0.839101,A
-0.851047,0.378813,A
-0.408539,0.870265,A
0.751087,0.988218,A
0.67916,0.952051,A
0.4565,-0.03607,B
0.253705,-0.069301,B
-0.448883,-0.829188,A
0.543242,-0.865212,A
0.907664,0.772042,A
-0.961605,0.641776,A
0.287492,-0.596427,B
0.124477,-0.490363,B
0.426987,0.518761,B
-0.433662,-0.039746,B
-0.81476,0.81876,A
0.145088,-0.02085,A
0.110945,0.892483,A
-0.552793,0.134405,B
-0.136429,-0.294562,B
-0.475804,0.051885,B
0.845952,0.332916,A
-0.692689,-0.915935,A
-0.532874,0.397374,A
0.413533,-0.855877,A
0.303577,-0.250725,B
0.831661,0.386099,B
0.165256,0.941953,A
-0.183088,0.59327,A
-0.281292,-0.671327,B
0.938435,0.251025,A
0.341273,0.635062,A
-0.807227,-0.303625,A
-0.004814,0.948651,A
0.250281,-0.324418,B
-0.902858,-0.627666,A
-0.904216,-0.589073,A
0.631255,0.673691,A
0.447663,0.167352,B
-0.576716,0.111656,B
0.845568,0.543202,A
-0.475925,-0.831409,A
-0.550676,-0.989206,A
0.639705,-0.72282,A
0.433644,-0.934738,A
-0.058638,-0.606462,B
-0.373202,-0.643441,B
0.455598,-0.175322,B
0.421586,-0.115635,B
-0.314589,-0.398783,B
-0.132573,-0.142465,B
0.312474,-0.35029,B
0.670179,0.765589,A
0.445064,-0.151141,B
0.443536,0.909732,A
0.556552,-0.767337,A
-0.076221,0.060309,A
0.513133,-0.44726,B
0.269977,0.365596,A
-0.412066,-0.009566,B
0.504396,-0.998461,A
-0.016789,0.660309,B
-0.82893,0.315779,A
0.50253,0.692874,A
0.263863,0.423737,B
-0.392555,-0.494349,B
0.021123,0.06931,A
0.858666,0.149671,A
0.171012,-0.414914,B
0.980775,0.905402,A
-0.159289,0.701915,B
0.424638,-0.905665,A
0.852525,0.920141,A
-0.09099,0.083152,B
0.834301,0.68652,A
-0.35347,0.188042,B
0.474585,-0.672011,A
-0.041805,-0.903694,A
0.617601,0.848315,A
-0.026635,-0.532021,B
-0.112514,-0.823068,B
0.245142,-0.082948,B
0.836924,0.737365,A
-0.072427,-0.364498,B
-0.580013,-0.030743,B
0.087497,0.589625,B
-0.95887,-0.136901,A
-0.003698,-0.400387,B
-0.611309,0.439805,B
0.5934,-0.53684,A
0.085292,0.89572,A
-0.120861,0.081352,A
0.342164,0.629323,B
-0.506764,-0.512487,B
0.441136,0.030238,B
-0.63225,-0.295465,A
0.542307,-0.464348,A
-0.679441,-0.32788,B
0.987294,-0.707088,A
-0.786745,-0.405411,A
0.400939,-0.648392,B
0.582764,0.348366,B
0.137861,-0.359376,B
0.142701,-0.672911,B
-0.623837,-0.946078,A
-0.59356,-0.49526,A
-0.243673,-0.069305,B
-0.2254,0.445984,B
0.786496,0.059374,B
0.606617,-0.186087,B
-0.337278,-0.484725,B
0.240275,-0.785918,B
-0.456918,0.163877,B
0.569197,-0.868636,A
-0.62766,0.869848,A
0.64523,0.053556,B
0.472004,0.04616,B
0.545632,-0.088197,B
0.720388,-0.504389,A
-0.417454,0.978959,A
0.769162,-0.995795,A
-0.703421,0.895849,B
-0.22336,-0.783833,A
-0.169663,0.290211,B
0.610635,-0.037108,B
0.696149,-0.949128,A
0.639298,-0.357991,A
0.059307,0.978849,A
0.58892,-0.936778,A
-0.195518,-0.854409,B
-0.494769,-0.500809,A
0.539743,0.880546,A
-0.81362,0.087202,B
-0.824101,0.8822,A
0.639825,-0.456544,B
0.153328,-0.624338,B
-0.289416,0.065967,B
-0.520024,0.83589,A
-0.349899,-0.91987,A
0.325223,0.832697,B
-0.826749,0.971134,A
0.621314,-0.310327,B
0.803042,0.913407,A
0.099474,-0.215505,B
-0.432807,-0.059481,B
-0.087472,-0.497498,B
-0.97024,-0.253288,A
-0.157666,0.446129,B
0.381741,0.078138,A
0.27945,-0.208822,A
-0.102447,-0.814663,A
-0.557181,-0.268084,B
0.176574,0.362815,B
0.480484,0.967047,A
-0.979104,0.512062,A
0.015569,0.432717,B
0.446572,0.204132,B
-0.556753,-0.12832,B
0.029786,0.336538,B
-0.56828,0.747952,A
-0.963685,-0.694364,A
-0.946911,0.331956,A
0.577119,-0.277036,B
0.360217,0.573169,A
-0.557448,-0.886925,A
0.425778,-0.359966,B
-0.338689,-0.805116,A
0.308028,-0.143888,A
0.599684,-0.181805,B
0.069169,-0.024342,A
-0.388883,0.047727,B
0.587434,0.146924,A
-0.835264,-0.136508,A
0.47112,0.779492,A
-0.452936,-0.207794,B
-0.385782,0.813513,A
-0.197841,0.253311,B
0.84832,-0.109829,A
0.84511,0.274523,A
-0.026954,-0.940859,A
0.10884,-0.581988,B
0.291129,0.318883,B
-0.658607,-0.026171,B
-0.083269,-0.787352,B
-0.301252,-0.477643,B
0.554182,0.288232,B
0.540352,-0.776882,A
0.676228,-0.964347,A
0.733087,-0.374146,B
-0.566847,-0.839618,A
0.605359,0.019179,B
0.147961,0.576572,B
0.048947,-0.62672,A
0.376594,-0.053085,B
0.818273,0.014021,A
-0.688591,-0.168222,B
-0.90614,-0.573227,A
-0.925921,-0.917453,A
-0.349181,-0.269201,B
0.621939,0.000622,B
-0.659431,-0.6509,B
0.953655,0.818434,A
-0.614226,0.855877,A
-0.96858,-0.361924,A
-0.731534,-0.989059,A
-0.502809,0.452529,A
0.154754,-0.403742,B
0.63499,-0.532226,B
0.396545,0.230232,B
-0.309474,0.138729,B
0.552089,0.342082,B
0.711117,0.287966,B
-0.762461,-0.013296,B
0.030329,0.677983,A
0.724656,0.673816,A
0.872534,-0.393943,A
0.971991,-0.6363,A
-0.183808,-0.059926,B
-0.780369,-0.610569,A
-0.486255,0.269084,B
-0.439805,-0.827156,A
-0.493478,-0.951174,A
0.376678,0.99517,A
0.470609,-0.260593,B
0.482573,0.324981,B
-0.778913,0.7454,A
-0.408077,-0.289518,B
-0.998976,-0.84576,A
0.210925,-0.724469,A
-0.202952,0.754882,A
-0.147457,-0.06451,A
-0.545809,0.463411,A
0.250135,0.015131,B
0.058996,0.88337,B
0.824909,0.456616,A
-0.280404,-0.412058,B
0.570711,0.428469,B
0.721675,-0.042107,A
0.831241,0.126342,A
-0.379734,0.82663,B
-0.515734,-0.442928,A
0.359751,-0.965597,A
-0.384909,-0.5247,B
-0.182411,0.694085,B
-0.136692,0.309097,B
0.681787,0.307883,B
-0.68048,-0.017559,A
0.108373,0.528799,B
0.021514,0.010025,A
0.654819,0.256899,B
0.449368,-0.821099,A
0.3991,0.319832,B
0.846529,-0.312134,A
-0.966651,0.055642,B
0.14565,0.132326,A
-0.401602,0.988366,B
-0.85508,-0.344219,A
0.7652,0.446556,A
0.038026,0.6506,A
0.362779,-0.640186,B
0.57146,-0.485429,B
0.33558,0.551437,A
0.20506,0.397252,B
0.986316,-0.69293,A
0.9301,0.645534,A
-0.792295,0.04264,B
0.69117,0.798885,A
-0.702627,-0.731889,A
0.242169,0.950661,A
0.996962,0.309113,A
0.000471,-0.816107,B
0.418791,0.489008,B
0.797254,-0.734748,A
-0.822658,0.196101,B
-0.685194,0.338257,B
0.948363,0.473913,A
0.568748,0.937755,A
0.569104,-0.906957,A
-0.830583,-0.607926,A
0.608504,0.461005,A
0.496945,-0.500417,B
-0.843749,-0.544966,A
0.73108,0.597613,A
0.200325,-0.167404,A
-0.981035,0.965777,A
-0.385481,0.281916,B
0.992968,0.627364,B
0.433987,-0.292348,B
0.594592,0.653847,A
-0.99282,0.581902,B
-0.547878,0.872081,A
-0.48963,-0.274131,A
0.693724,-0.894411,A
-0.790044,-0.434711,A
-0.0958,-0.877205,A
0.108707,0.397937,B
-0.1651,-0.576595,A
-0.016243,-0.530119,B
0.127607,-0.201224,A
0.46881,0.611784,B
0.541417,0.940062,A
-0.198055,0.614288,B
0.527428,0.128527,A
-0.949431,0.362451,A
0.441827,0.136384,B
-0.280309,0.318712,B
0.896376,-0.432426,A
0.482631,-0.70378,A
0.164462,0.974774,A
-0.70102,0.649661,A
0.782374,-0.34382,B
0.130449,-0.50858,B
-0.880684,0.234947,A
0.836567,-0.901258,B
-0.851891,-0.298806,B
0.31557,-0.976749,A
0.898585,0.76268,A
0.55404,0.564705,B
-0.051518,-0.24863,B
0.128771,-0.833594,B
0.801677,0.316823,B
-0.751836,0.301434,B
0.562594,-0.770822,A
-0.827694,-0.491192,A
0.945845,0.105167,A
0.290246,-0.927928,A
-0.293474,-0.687358,A
0.629838,0.774892,A
-0.588495,-0.955352,A
-0.1641,-0.564694,B
0.393909,-0.411279,B
0.392747,-0.319618,B
-0.195293,0.84631,A
0.124041,-0.905822,A
0.611832,-0.030245,B
0.921865,0.839205,A
-0.199394,-0.016261,B
-0.403264,0.911491,A
-0.056983,-0.698128,B
-0.697734,0.975697,A
-0.56832,0.883709,A
0.694494,-0.842959,A
0.562885,0.198912,B
0.857805,0.328086,A
-0.750282,-0.869834,A
-0.80895,-0.587328,A
0.29394,0.473832,B
0.487075,0.232853,B
0.039846,0.746539,A
0.531191,0.218761,A
0.26059,0.662033,A
0.689817,-0.444843,A
0.12731,-0.175672,A
0.942898,0.464465,A
0.379479,0.855426,A
-0.343117,-0.743393,B
-0.893495,0.528467,A
0.826915,-0.083931,B
-0.017472,0.14002,B
-0.628235,0.402212,A
-0.17366,-0.342855,B
-0.956767,-0.29699,A
-0.650343,-0.811943,A
-0.877434,0.696936,A
-0.717103,0.857735,A
0.083485,-0.001094,B
0.070782,-0.269987,A
0.74912,0.733219,A
-0.950033,0.157722,A
0.752029,-0.092379,A
0.170954,-0.396508,B
-0.020108,-0.496936,B
-0.93705,0.350817,A
0.869935,-0.183439,B
-0.514535,-0.963611,A
-0.760996,-0.026464,B
-0.093089,0.826997,A
0.538534,-0.790618,A
0.912139,0.024708,B
-0.848332,-0.20279,B
0.246827,-0.569678,B
-0.46677,-0.898423,A
-0.560635,0.580386,A
0.335434,0.529885,B
-0.407034,-0.705177,B
0.586397,0.401445,A
-0.633959,0.453127,A
0.734913,0.368706,B
-0.661166,-0.193621,B
-0.413069,0.939133,A
0.136288,-0.897404,B
-0.177094,0.162947,B
-0.075737,0.952205,A
-0.064659,0.817839,B
-0.951446,0.348821,A
0.832102,-0.086381,B
-0.720044,-0.149706,B
0.839893,-0.185678,B
-0.218813,-0.649574,B
-0.909644,0.017531,A
-0.636771,0.990106,A
0.152317,0.432604,B
0.836231,-0.096938,A
0.471631,-0.301316,B
-0.369487,-0.336721,B
0.656206,0.45197,A
0.107404,0.52588,B
-0.523278,-0.594065,A
-0.480184,0.725036,A
0.578645,0.487948,A
0.232954,-0.978853,A
-0.773068,-0.16142,B
-0.906576,-0.63636,A
-0.604104,0.805103,A
-0.809575,0.577356,A
-0.113962,0.120784,A
0.264881,-0.559131,B
0.34434,0.531997,B
0.358285,0.546853,B
-0.930684,-0.490046,A
-0.264297,-0.423854,B
-0.000664,-0.16756,A
-0.464629,-0.886585,A
-0.874759,-0.056602,A
0.634011,-0.192181,B
-0.28026,-0.685278,A
-0.315379,0.480524,A
-0.590239,-0.981129,A
0.116382,-0.52112,B
0.483491,-0.442053,A
0.478962,0.227118,B
0.705781,-0.78117,A
-0.88353,-0.793994,B
0.05465,-0.77416,B
-0.45973,0.676807,B
0.750814,-0.131816,B
0.969804,0.820577,A
-0.070558,0.270303,B
-0.802075,-0.41906,A
-0.489597,0.199812,A
-0.363155,-0.947585,A
0.13654,-0.620936,B
-0.018877,0.747862,A
-0.509963,-0.611451,A
-0.490996,-0.477855,A
0.654451,0.832073,A
-0.396661,0.212703,B
-0.081579,0.675432,B
0.774042,-0.479156,A
-0.442618,0.494525,B
0.242857,0.521957,B
0.26138,0.399511,B
-0.710249,0.382278,B
-0.961905,0.796623,A
-0.122455,-0.608226,B
0.471425,0.764761,A
-0.429064,-0.451574,B
-0.684304,0.397506,B
0.956521,0.905916,B
-0.858041,0.00776,A
0.544863,-0.456997,A
0.887217,0.008924,A
0.131239,-0.222373,B
0.312967,0.014816,B
0.450407,0.908392,A
0.46097,-0.040252,B
0.952173,-0.499424,A
-0.290694,-0.104327,B
-0.495151,-0.714791,A
-0.174356,-0.134653,B
-0.398777,0.657189,B
-0.347512,0.812399,A
0.521583,0.131149,B
0.558889,-0.873997,A
-0.174439,-0.281268,B
0.910225,-0.869338,A
0.273506,-0.922799,A
-0.050406,-0.186478,A
0.071759,0.679303,B
0.323039,-0.900848,A
-0.421504,0.515831,A
0.726828,-0.997925,B
0.86167,-0.237215,A
-0.481981,-0.024063,B
0.043709,-0.249353,B
0.317877,-0.954169,A
-0.030294,0.213672,B
-0.105956,0.183285,B
0.025437,-0.312783,B
-0.055158,-0.969045,B
0.819333,0.44275,A
0.494331,0.313042,B
-0.994544,-0.82019,A
-0.67322,0.022112,B
-0.989878,-0.305285,A
0.993552,-0.473333,A
-0.218904,-0.970714,A
0.255855,0.799425,A
-0.166194,-0.496512,B
0.59234,0.184733,B
-0.885202,0.893444,A
0.668786,0.472195,A
0.085482,0.611787,B
-0.506232,0.251339,B
-0.458656,0.959505,A
0.694171,0.708465,A
-0.986048,-0.081847,A
-0.979058,0.885001,B
0.512731,-0.173449,B
0.05078,-0.788842,B
0.253551,0.574993,B
-0.923816,-0.635048,A
-0.648657,0.504514,A
0.397796,0.983369,A
0.257205,-0.380235,B
0.314927,0.366916,B
0.085202,0.469449,B
-0.05018,-0.081236,A
-0.317606,-0.017486,B
-0.98958,-0.234852,A
-0.180166,-0.802178,B
0.064869,-0.076193,A
0.628928,-0.93724,B
-0.851557,0.139256,B
-0.537942,-0.459404,B
0.945256,0.5955,A
-0.127739,0.416696,B
0.431217,-0.706292,B
0.12332,0.572213,B
0.135475,0.660047,B
-0.724208,0.947767,A
-0.698253,-0.492785,A
0.017649,0.297087,B
-0.969751,0.104379,A
-0.284241,0.536909,A
0.883835,0.615892,A
-0.108827,0.698116,B
0.641526,-0.522412,B
-0.277594,-0.938122,A
0.6345,0.334302,B
-0.735662,0.863571,A
0.973115,-0.514459,A
0.255751,0.655162,B
0.206685,-0.874468,A
0.13123,0.543703,B
0.966676,0.930351,A
-0.873708,0.838234,A
0.106321,0.892152,A
0.770237,0.781259,A
-0.819739,0.353509,A
-0.704539,-0.274516,A
0.117388,-0.562991,B
0.613112,-0.988337,A
0.549844,0.587164,A
0.33402,0.730587,B
0.486848,0.72776,A
0.693985,0.100592,B
0.046527,-0.192603,B
0.70375,-0.381717,A
0.702096,-0.119555,B
-0.136186,-0.085086,A
0.075661,-0.290531,B
-0.357261,0.033372,A
-0.955925,0.136902,A
0.357744,0.370369,B
-0.787721,-0.478417,B
0.069597,-0.721128,B
0.642129,-0.574701,A
0.2419,0.973653,A
-0.025622,0.814664,A
-0.918871,0.208586,A
-0.02115,-0.917107,A
-0.022157,0.606246,B
-0.166885,0.76389,A
-0.072113,0.147,A
0.112114,0.019306,A
-0.756757,-0.271763,B
-0.506147,-0.188054,B
0.871003,-0.948165,A
-0.978432,0.191558,A
0.93976,0.31283,A
-0.249342,-0.373974,B
0.098796,-0.751288,A
-0.227064,-0.128974,A
0.368526,0.500969,A
0.988369,-0.400821,A
-0.730996,-0.28319,B
0.2768,-0.332508,B
0.727475,0.271152,B
0.64015,-0.356422,A
-0.739399,0.930373,A
0.961183,-0.755264,A
-0.746431,-0.286315,B
0.707046,-0.20875,A
-0.13651,0.05994,A
-0.396677,0.88006,A
-0.271211,0.277751,A
-0.30687,0.924822,A
-0.28811,-0.549718,B
0.886781,0.913589,B
-0.698511,-0.791233,A
-0.452519,-0.52483,B
0.381022,0.778792,A
-0.420464,0.068248,B
-0.795076,0.144766,B
-0.156819,0.112715,A
0.272969,0.873279,A
0.442234,0.407371,B
-0.691537,0.007988,A
-0.309613,0.807051,A
-0.247806,0.741624,B
0.048339,-0.027094,A
-0.100973,-0.493085,B
0.482047,-0.865013,A
-0.809778,-0.919529,A
0.034834,-0.888208,A
-0.23813,-0.444307,B
-0.328594,0.458607,B
-0.868469,0.782737,A
0.215902,-0.742996,A
0.165127,0.406126,B
-0.808642,0.943033,A
0.553518,-0.917488,A
0.730193,-0.945457,A
-0.987914,0.262658,A
-0.415348,0.23781,B
0.867892,-0.785561,A
-0.343757,-0.372827,B
-0.583132,-0.903581,A
0.515644,0.357108,B
-0.047992,0.614469,A
0.247619,-0.060389,B
-0.926153,-0.153785,A
-0.192681,-0.384978,A
-0.601443,-0.971117,A
0.187217,-0.550156,B
-0.827681,-0.395767,A
0.366153,0.00082,B
0.651597,-0.597722,A
0.008192,0.312439,B
-0.17144,0.359993,A
-0.122896,-0.778905,A
-0.142794,0.091392,A
-0.95662,0.14462,A
-0.941346,-0.686317,A
-0.81304,-0.361385,A
-0.482424,0.254557,B
0.074643,0.795371,B
-0.26497,0.5477,B
-0.372534,-0.393221,B
0.341848,-0.827281,A
0.837306,-0.882246,A
-0.749587,0.128688,B
-0.179155,-0.454913,B
-0.925302,-0.018072,A
-0.040556,-0.293129,B
-0.106196,-0.653212,B
-0.015185,-0.300701,B
-0.584908,-0.498219,B
0.372168,0.001708,B
-0.193058,0.114547,A
0.430113,0.654544,A
0.977978,0.98507,A
0.673379,-0.381524,A
0.953461,-0.924765,A
0.709257,-0.903376,A
0.345112,-0.955065,A
0.314554,-0.99643,A
0.172047,-0.213845,B
-0.151534,-0.542151,B
0.768646,0.38518,B
